account_id,post_id,Category,Page,Post URL,Date Published,Post Type,Rating,Debate,share_count,reaction_count,comment_count
1.84097E+14,1035592746538951,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035592746538951,19/9/16,link,mostly true,,15,276,74
1.84097E+14,1035595553205337,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035595553205337,19/9/16,link,mostly true,,56,300,65
1.84097E+14,1035619779869581,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035619779869581,19/9/16,video,mostly true,,64,480,130
1.84097E+14,1035627049868854,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035627049868854,19/9/16,link,mostly true,,6,33,5
1.84097E+14,1035656723199220,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035656723199220,19/9/16,video,mostly true,,289,674,243
1.84097E+14,1035672566530969,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035672566530969,19/9/16,link,mostly true,,2,18,11
1.84097E+14,1035684116529814,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035684116529814,19/9/16,video,no factual content,,5,19,6
1.84097E+14,1035706656527560,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035706656527560,19/9/16,video,mostly true,,30,268,177
1.84097E+14,1035726243192268,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035726243192268,19/9/16,link,mostly true,,50,157,129
1.84097E+14,1035748639856695,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035748639856695,19/9/16,link,mostly true,,13,101,73
1.84097E+14,1035767019854857,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035767019854857,19/9/16,video,no factual content,,25,207,108
1.84097E+14,1035778606520365,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035778606520365,19/9/16,link,mostly true,,2,37,25
1.84097E+14,1035801043184788,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035801043184788,19/9/16,link,mostly true,,25,263,87
1.84097E+14,1035825603182332,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035825603182332,19/9/16,link,mostly true,,15,106,29
1.84097E+14,1035859429845616,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035859429845616,19/9/16,link,mostly true,,3,24,6
1.84097E+14,1035884803176412,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035884803176412,19/9/16,link,mostly true,,23,98,8
1.84097E+14,1035916476506578,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035916476506578,20/9/16,link,mostly true,,5,36,20
1.84097E+14,1036199296478296,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036199296478296,20/9/16,link,mostly true,,6,45,23
1.84097E+14,1036245469807012,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036245469807012,20/9/16,video,mostly true,,24,211,46
1.84097E+14,1036251303139762,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036251303139762,20/9/16,link,mostly true,,1,23,15
1.84097E+14,1036268139804745,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036268139804745,20/9/16,video,mostly true,,231,572,76
1.84097E+14,1036296946468531,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036296946468531,20/9/16,link,mostly true,,31,170,97
1.84097E+14,1036370659794493,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036370659794493,20/9/16,video,mostly true,,104,627,206
1.84097E+14,1036399716458254,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036399716458254,20/9/16,video,mostly true,,30,25,13
1.84097E+14,1036432846454941,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036432846454941,20/9/16,link,mostly true,,15,209,47
1.84097E+14,1036447253120167,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036447253120167,20/9/16,link,mostly true,,3,29,5
1.84097E+14,1036474553117437,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036474553117437,20/9/16,link,mostly true,,4,80,44
1.84097E+14,1036496423115250,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036496423115250,20/9/16,link,mostly true,,339,430,231
1.84097E+14,1036552873109605,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036552873109605,20/9/16,link,mostly true,,9,37,12
1.84097E+14,1036582596439966,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036582596439966,20/9/16,link,mostly true,,45,273,70
1.84097E+14,1036644986433727,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036644986433727,20/9/16,link,mostly true,,11,83,57
1.84097E+14,1036675696430656,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036675696430656,20/9/16,link,mostly true,,35,243,81
1.84097E+14,1037005106397715,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037005106397715,21/9/16,link,mostly true,,42,68,48
1.84097E+14,1037034746394751,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037034746394751,21/9/16,video,no factual content,,72,137,76
1.84097E+14,1037075549724004,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037075549724004,21/9/16,link,mostly true,,7,63,27
1.84097E+14,1037097846388441,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037097846388441,21/9/16,video,mostly true,,246,704,386
1.84097E+14,1037112079720351,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037112079720351,21/9/16,link,mostly true,,3,98,36
1.84097E+14,1037141289717430,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037141289717430,21/9/16,link,mostly true,,119,415,102
1.84097E+14,1037167203048172,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037167203048172,21/9/16,link,mostly true,,4,52,18
1.84097E+14,1037176393047253,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037176393047253,21/9/16,video,mostly true,,3,47,17
1.84097E+14,1037188766379349,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037188766379349,21/9/16,text,mostly true,,2,5,2
1.84097E+14,1037225543042338,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037225543042338,21/9/16,video,mostly true,,27,345,85
1.84097E+14,1037243109707248,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037243109707248,21/9/16,link,mostly true,,4,27,12
1.84097E+14,1037252369706322,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037252369706322,21/9/16,video,mostly true,,17,74,22
1.84097E+14,1037268776371348,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037268776371348,21/9/16,link,mostly true,,7,35,7
1.84097E+14,1037288223036070,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037288223036070,21/9/16,link,mostly true,,11,147,47
1.84097E+14,1037299089701650,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037299089701650,21/9/16,link,mostly true,,32,557,143
1.84097E+14,1037318423033050,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037318423033050,21/9/16,video,no factual content,,3,20,0
1.84097E+14,1037352739696285,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037352739696285,21/9/16,link,mostly true,,1,9,11
1.84097E+14,1037371396361086,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037371396361086,21/9/16,video,mostly true,,8,52,10
1.84097E+14,1037391213025771,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037391213025771,21/9/16,link,mostly true,,12,144,102
1.84097E+14,1037410216357204,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037410216357204,21/9/16,link,mostly true,,8,31,7
1.84097E+14,1037433849688174,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037433849688174,21/9/16,link,mostly true,,61,196,73
1.84097E+14,1037464359685123,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037464359685123,22/9/16,link,mostly true,,9,52,17
1.84097E+14,1037489569682602,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037489569682602,22/9/16,link,mostly true,,6,76,65
1.84097E+14,1037749336323292,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037749336323292,22/9/16,link,mostly true,,9,111,30
1.84097E+14,1037782196320006,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037782196320006,22/9/16,video,no factual content,,38,138,32
1.84097E+14,1037810572983835,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037810572983835,22/9/16,video,mostly true,,8,19,18
1.84097E+14,1037846762980216,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037846762980216,22/9/16,video,mostly true,,138,277,225
1.84097E+14,1037856692979223,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037856692979223,22/9/16,link,mostly true,,18,46,21
1.84097E+14,1037886152976277,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037886152976277,22/9/16,link,mostly true,,28,84,27
1.84097E+14,1037919132972979,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037919132972979,22/9/16,link,mostly true,,5,55,24
1.84097E+14,1037947399636819,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037947399636819,22/9/16,video,mostly true,,92,507,17
1.84097E+14,1037951726303053,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037951726303053,22/9/16,link,mostly true,,48,194,75
1.84097E+14,1038000319631527,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038000319631527,22/9/16,link,mostly true,,7,58,3
1.84097E+14,1038027142962178,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038027142962178,22/9/16,video,mostly true,,38,187,105
1.84097E+14,1038031976295028,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038031976295028,22/9/16,link,mostly true,,3,16,4
1.84097E+14,1038059326292293,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038059326292293,22/9/16,link,mostly true,,2,63,16
1.84097E+14,1038086542956238,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038086542956238,22/9/16,link,mostly true,,13,50,25
1.84097E+14,1038114256286800,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038114256286800,22/9/16,link,mostly true,,7,181,28
1.84097E+14,1038150182949874,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038150182949874,22/9/16,link,mostly true,,6,56,10
1.84097E+14,1038186959612863,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038186959612863,22/9/16,link,mostly true,,13,115,44
1.84097E+14,1038501679581391,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038501679581391,23/9/16,link,mostly true,,12,147,54
1.84097E+14,1038539842910908,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038539842910908,23/9/16,video,mostly true,,9,81,19
1.84097E+14,1038541676244058,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038541676244058,23/9/16,link,mostly true,,5,28,5
1.84097E+14,1038542892910603,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038542892910603,23/9/16,link,mostly true,,3,99,16
1.84097E+14,1038577226240503,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038577226240503,23/9/16,link,mostly true,,22,115,10
1.84097E+14,1038636096234616,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038636096234616,23/9/16,link,mostly true,,9,107,21
1.84097E+14,1038670552897837,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038670552897837,23/9/16,photo,mostly true,,2,12,9
1.84097E+14,1038699376228288,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038699376228288,23/9/16,link,mostly true,,1,41,3
1.84097E+14,1038757716222454,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038757716222454,23/9/16,link,mostly true,,6,21,8
1.84097E+14,1038758292889063,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038758292889063,23/9/16,photo,mostly true,,26,178,84
1.84097E+14,1038777582887134,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038777582887134,23/9/16,link,mostly true,,20,108,46
1.84097E+14,1038804176217808,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038804176217808,23/9/16,link,mostly true,,9,74,21
1.84097E+14,1038834739548085,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038834739548085,23/9/16,link,mostly true,,81,748,154
1.84097E+14,1038860559545503,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038860559545503,23/9/16,link,mostly true,,21,160,26
1.84097E+14,1038891872875705,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038891872875705,23/9/16,link,mostly true,,7,59,9
1.84097E+14,1038922299539329,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038922299539329,23/9/16,link,mostly true,,6,22,8
1.84097E+14,1038926896205536,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038926896205536,23/9/16,link,mostly true,,5,61,22
1.84097E+14,1038949176203308,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038949176203308,23/9/16,link,mostly true,,4,28,4
1.84097E+14,1038973039534255,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038973039534255,23/9/16,link,mostly true,,4,44,32
1.84097E+14,1038984299533129,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038984299533129,23/9/16,link,mostly true,,60,262,31
1.84097E+14,1040988309332728,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1040988309332728,26/9/16,link,mostly true,,5,45,29
1.84097E+14,1041035462661346,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041035462661346,26/9/16,link,mostly true,,14,261,59
1.84097E+14,1041047845993441,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041047845993441,26/9/16,video,no factual content,,114,169,72
1.84097E+14,1041085625989663,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041085625989663,26/9/16,link,mostly true,,11,63,24
1.84097E+14,1041098459321713,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041098459321713,26/9/16,video,mostly true,,134,166,33
1.84097E+14,1041100572654835,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041100572654835,26/9/16,video,no factual content,,205,1049,997
1.84097E+14,1041131422651750,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041131422651750,26/9/16,link,mostly true,,2,26,23
1.84097E+14,1041172582647634,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041172582647634,26/9/16,link,mostly true,,7,19,5
1.84097E+14,1041201762644716,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041201762644716,26/9/16,video,no factual content,,39,109,31
1.84097E+14,1041207925977433,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041207925977433,26/9/16,video,mostly true,,27,138,166
1.84097E+14,1041225769308982,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041225769308982,26/9/16,link,mostly true,,8,22,29
1.84097E+14,1041240549307504,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041240549307504,26/9/16,video,no factual content,,121,508,777
1.84097E+14,1041248449306714,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041248449306714,26/9/16,link,mostly true,,15,94,54
1.84097E+14,1041257462639146,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041257462639146,26/9/16,video,mostly true,,196,1014,86
1.84097E+14,1041281559303403,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041281559303403,26/9/16,link,no factual content,,2,50,34
1.84097E+14,1041316092633283,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041316092633283,26/9/16,video,no factual content,,8,104,29
1.84097E+14,1041389565959269,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041389565959269,26/9/16,link,mostly true,,29,133,36
1.84097E+14,1041420999289459,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041420999289459,26/9/16,video,mostly true,,19,131,13
1.84097E+14,1041428705955355,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041428705955355,26/9/16,video,no factual content,,70,398,120
1.84097E+14,1041453792619513,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041453792619513,26/9/16,video,no factual content,,5,34,17
1.84097E+14,1041471579284401,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041471579284401,26/9/16,video,mostly true,yes,12,67,23
1.84097E+14,1041476135950612,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041476135950612,26/9/16,video,mostly true,yes,38,154,39
1.84097E+14,1041488142616078,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041488142616078,26/9/16,link,mostly true,,10,82,6
1.84097E+14,1041488579282701,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041488579282701,26/9/16,video,mostly true,yes,7,36,13
1.84097E+14,1041496015948624,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041496015948624,26/9/16,photo,mostly true,yes,20,39,5
1.84097E+14,1041497742615118,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041497742615118,26/9/16,video,mostly true,yes,66,55,25
1.84097E+14,1041504122614480,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041504122614480,26/9/16,video,mostly true,yes,7,29,15
1.84097E+14,1041504402614452,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041504402614452,26/9/16,photo,mostly true,yes,7,30,9
1.84097E+14,1041512352613657,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041512352613657,26/9/16,photo,mostly true,yes,4,17,8
1.84097E+14,1041513895946836,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041513895946836,26/9/16,video,mostly true,yes,13,43,28
1.84097E+14,1041523679279191,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041523679279191,26/9/16,photo,mostly true,yes,3,5,12
1.84097E+14,1041531655945060,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041531655945060,26/9/16,link,mostly true,yes,22,175,67
1.84097E+14,1041533232611569,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041533232611569,26/9/16,photo,mostly true,yes,4,26,28
1.84097E+14,1041535642611328,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041535642611328,26/9/16,link,mostly true,yes,10,97,39
1.84097E+14,1041543859277173,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041543859277173,26/9/16,link,no factual content,yes,228,447,147
1.84097E+14,1041555632609329,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041555632609329,26/9/16,photo,mostly true,yes,6,43,14
1.84097E+14,1041560069275552,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041560069275552,26/9/16,video,mostly true,yes,37,62,40
1.84097E+14,1041562635941962,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041562635941962,26/9/16,photo,mostly true,yes,8,40,16
1.84097E+14,1041564352608457,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041564352608457,26/9/16,photo,mostly true,yes,20,207,50
1.84097E+14,1041569205941305,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041569205941305,26/9/16,photo,mostly true,yes,4,24,25
1.84097E+14,1041491152615777,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041491152615777,27/9/16,photo,mostly true,,5,35,17
1.84097E+14,1041579029273656,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041579029273656,27/9/16,video,mostly true,yes,37,110,40
1.84097E+14,1041757029255856,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041757029255856,27/9/16,video,mostly true,yes,42,336,93
1.84097E+14,1041765635921662,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041765635921662,27/9/16,video,mostly true,yes,73,204,98
1.84097E+14,1041832262581666,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041832262581666,27/9/16,link,mostly true,yes,25,184,56
1.84097E+14,1041860072578885,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041860072578885,27/9/16,video,mostly true,yes,45,366,116
1.84097E+14,1041861279245431,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041861279245431,27/9/16,link,mostly true,yes,8,137,67
1.84097E+14,1041887699242789,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041887699242789,27/9/16,video,mostly true,yes,32,97,59
1.84097E+14,1041904609241098,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041904609241098,27/9/16,video,mostly true,yes,108,673,146
1.84097E+14,1041943452570547,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041943452570547,27/9/16,link,mostly true,yes,3,66,33
1.84097E+14,1041985262566366,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041985262566366,27/9/16,video,mostly true,yes,27,540,119
1.84097E+14,1041988969232662,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041988969232662,27/9/16,link,mostly true,,21,185,69
1.84097E+14,1042018955896330,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1042018955896330,27/9/16,link,mostly true,yes,19,332,68
1.84097E+14,1042039099227649,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1042039099227649,27/9/16,video,mostly true,yes,15,306,100
1.84097E+14,1042051285893097,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1042051285893097,27/9/16,video,mostly true,yes,1104,1420,230
1.84097E+14,1042083579223201,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1042083579223201,27/9/16,video,mostly true,yes,375,915,395
1.84097E+14,1042112815886944,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1042112815886944,27/9/16,link,mostly true,yes,14,184,107
1.84097E+14,1042165485881677,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1042165485881677,27/9/16,link,mostly true,,76,387,59
1.84097E+14,1042171789214380,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1042171789214380,27/9/16,video,mostly true,,10,10,16
1.84097E+14,1042203689211190,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1042203689211190,27/9/16,link,mostly true,,7,76,9
1.84097E+14,1042236372541255,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1042236372541255,27/9/16,link,mostly true,,7,29,6
1.84097E+14,1042250705873155,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1042250705873155,27/9/16,video,mostly true,,23,422,215
1.84097E+14,1042266479204911,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1042266479204911,27/9/16,link,mostly true,,9,39,8
1.84097E+14,1042295002535392,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1042295002535392,27/9/16,link,mostly true,yes,5,68,42
1.84097E+14,1042315892533303,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1042315892533303,27/9/16,link,mostly true,yes,65,461,90
1.84097E+14,1042353372529555,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1042353372529555,27/9/16,video,mostly true,yes,13,138,50
1.84097E+14,1042362422528650,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1042362422528650,27/9/16,link,mostly true,,1,19,3
